level,module,eclass,abstract,current_container,proposed_container,feature,feature_kind,feature_type,opposite,verdict,rationale,flags
pim,pim-deployment.emf,ServerlessService,False,PIMModel.services,PIMModel.services,adapters,val,ExternalAdapter,service,val,containment owner,
pim,pim-deployment.emf,ServerlessService,False,PIMModel.services,PIMModel.services,constrainedBy,ref,ArchitecturePolicy,,ref,cross-link,
pim,pim-deployment.emf,ServiceElementMembership,False,PIMModel.serviceMemberships,PIMModel.serviceMemberships,,,,,ok,leaf classifier,
pim,pim-policy.emf,Slo,False,ObservabilityConfig.slos,ObservabilityConfig.slos,,,,,ok,leaf classifier,
pim,pim-workflow.emf,StartStep,False,(none),(none),compensation,ref,CompensationPolicy,,flag: unreachable,cross-link,unreachable
pim,pim-data.emf,StorageElement,True,ServerlessService.stores,ServerlessService.stores,retentionPolicy,ref,RetentionPolicy,,ref,cross-link,
pim,pim-data.emf,StorageElement,True,ServerlessService.stores,ServerlessService.stores,backupPolicy,ref,BackupPolicy,,ref,cross-link,
pim,pim-data.emf,StorageElement,True,ServerlessService.stores,ServerlessService.stores,dataProtectionPolicies,ref,DataProtectionPolicy,,ref,cross-link,
pim,pim-integration.emf,Subscription,False,Topic.subscriptions,Topic.subscriptions,filter,val,Expression,,val,containment owner,
pim,pim-workflow.emf,SuccessEndStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),invokesFunction,ref,Function,,flag: unreachable,cross-link,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),invokesAdapter,ref,ExternalAdapter,,ref,cross-link,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),nestedWorkflow,ref,Workflow,,ref,cross-link,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),humanTask,ref,HumanTask,,ref,cross-link,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),compensation,ref,CompensationPolicy,,ref,cross-link,unreachable
pim,pim-workflow.emf,TaskStep,False,(none),(none),callbackConfig,val,CallbackTaskConfig,,val,containment owner,unreachable
pim,pim-policy.emf,TimeoutPolicy,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
pim,pim-integration.emf,Topic,False,(none),(none),subscriptions,val,Subscription,ownerTopic,flag: unreachable,containment owner,unreachable
pim,pim-policy.emf,TracingPolicy,False,ObservabilityConfig.tracing,ObservabilityConfig.tracing,,,,,ok,leaf classifier,
pim,pim-compute.emf,Trigger,False,Function.triggers,Function.triggers,filter,val,Expression,,val,containment owner,
pim,pim-compute.emf,Trigger,False,Function.triggers,Function.triggers,startsWorkflow,ref,WorkflowTarget,,ref,cross-link,
pim,pim-compute.emf,Trigger,False,Function.triggers,Function.triggers,resilience,ref,ResiliencePolicy,,ref,cross-link,
pim,pim-compute.emf,Trigger,False,Function.triggers,Function.triggers,batchPolicy,ref,BatchPolicy,,ref,cross-link,
pim,pim-workflow.emf,WaitStep,False,(none),(none),condition,val,Expression,,flag: unreachable,containment owner,unreachable
pim,pim-workflow.emf,Workflow,False,ServerlessService.workflows,ServerlessService.workflows,steps,val,WorkflowStep,workflow,val,containment owner,
pim,pim-workflow.emf,Workflow,False,ServerlessService.workflows,ServerlessService.workflows,transitions,val,WorkflowTransition,workflow,val,containment owner,
pim,pim-workflow.emf,Workflow,False,ServerlessService.workflows,ServerlessService.workflows,observability,ref,ObservabilityConfig,,ref,cross-link,
pim,pim-workflow.emf,Workflow,False,ServerlessService.workflows,ServerlessService.workflows,resilience,ref,ResiliencePolicy,,ref,cross-link,
pim,pim-workflow.emf,Workflow,False,ServerlessService.workflows,ServerlessService.workflows,idempotency,ref,IdempotencyPolicy,,ref,cross-link,
pim,pim-workflow.emf,WorkflowStep,True,Workflow.steps; ParallelBranch.steps,Workflow.steps; ParallelBranch.steps,retry,val,RetryPolicy,,flag: multiple-containment,containment owner,multiple-containment
pim,pim-workflow.emf,WorkflowStep,True,Workflow.steps; ParallelBranch.steps,Workflow.steps; ParallelBranch.steps,catchHandlers,val,ErrorHandler,step,val,containment owner,multiple-containment
pim,pim-workflow.emf,WorkflowTransition,False,Workflow.transitions; ParallelBranch.transitions,Workflow.transitions; ParallelBranch.transitions,condition,val,Expression,,flag: multiple-containment,containment owner,multiple-containment
psm,awspsm-api.emf,ApiGatewayAccessLogSetting,False,ApiGatewayApi.accessLogSetting; ApiGatewayStage.accessLogSetting,ApiGatewayApi.accessLogSetting; ApiGatewayStage.accessLogSetting,destinationLogGroup,ref,CloudWatchLogGroup,,flag: multiple-containment,cross-link,multiple-containment
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),cors,val,CorsConfiguration,,flag: unreachable,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),tracingConfig,val,ApiGatewayTracingConfig,,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),accessLogSetting,val,ApiGatewayAccessLogSetting,,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),apiPolicy,val,IamPolicyDocument,,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),accessLogGroup,ref,CloudWatchLogGroup,,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),routes,val,ApiGatewayRoute,api,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),stages,val,ApiGatewayStage,api,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),authorizers,val,ApiGatewayAuthorizer,api,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),apiDomainName,ref,ApiGatewayDomainName,api,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayApi,True,(none),(none),wafAssociation,ref,WafWebAclAssociation,,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayApiKey,False,(none),(none),stages,ref,RestApiStage,,flag: unreachable,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayAuthorizer,True,ApiGatewayApi.authorizers,ApiGatewayApi.authorizers,,,,,ok,leaf classifier,
psm,awspsm-api.emf,ApiGatewayBasePathMapping,False,(none),(none),stage,ref,ApiGatewayStage,,flag: unreachable,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayDeployment,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-api.emf,ApiGatewayDomainName,False,(none),(none),api,ref,ApiGatewayApi,apiDomainName,flag: unreachable,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayDomainName,False,(none),(none),mappings,ref,ApiGatewayBasePathMapping,domainName,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayIntegration,False,(none),(none),responseParameters,val,ApiGatewayIntegrationResponseParameter,,flag: unreachable,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayIntegration,False,(none),(none),requestTemplates,val,ApiGatewayIntegrationRequestTemplate,,val,containment owner,unreachable
psm,awspsm-api.emf,ApiGatewayIntegration,False,(none),(none),lambdaTarget,ref,AwsLambdaFunction,,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayIntegration,False,(none),(none),stateMachineTarget,ref,StepFunctionStateMachine,,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayIntegration,False,(none),(none),credentialsRole,ref,IamRole,,ref,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayIntegrationRequestTemplate,False,ApiGatewayIntegration.requestTemplates,ApiGatewayIntegration.requestTemplates,,,,,ok,leaf classifier,
psm,awspsm-api.emf,ApiGatewayIntegrationResponseParameter,False,ApiGatewayIntegration.responseParameters,ApiGatewayIntegration.responseParameters,,,,,ok,leaf classifier,
psm,awspsm-integrations.emf,ApiGatewayLambdaIntegrationView,False,(none),(none),permission,ref,LambdaPermission,,flag: unreachable,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayRequestModel,False,ApiGatewayRoute.requestModels,ApiGatewayRoute.requestModels,schemaResource,ref,AwsResource,,ref,cross-link,
psm,awspsm-api.emf,ApiGatewayRequestValidator,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-api.emf,ApiGatewayResponseModel,False,ApiGatewayRoute.responseModels,ApiGatewayRoute.responseModels,schemaResource,ref,AwsResource,,ref,cross-link,
psm,awspsm-api.emf,ApiGatewayRoute,True,ApiGatewayApi.routes,ApiGatewayApi.routes,requestModels,val,ApiGatewayRequestModel,,val,containment owner,
psm,awspsm-api.emf,ApiGatewayRoute,True,ApiGatewayApi.routes,ApiGatewayApi.routes,responseModels,val,ApiGatewayResponseModel,,val,containment owner,
psm,awspsm-api.emf,ApiGatewayRoute,True,ApiGatewayApi.routes,ApiGatewayApi.routes,routeSettings,val,ApiGatewayRouteSetting,,val,containment owner,
psm,awspsm-api.emf,ApiGatewayRoute,True,ApiGatewayApi.routes,ApiGatewayApi.routes,authorizer,ref,ApiGatewayAuthorizer,,ref,cross-link,
psm,awspsm-api.emf,ApiGatewayRouteSetting,False,ApiGatewayRoute.routeSettings; ApiGatewayStage.defaultRouteSettings,ApiGatewayRoute.routeSettings; ApiGatewayStage.defaultRouteSettings,,,,,flag: multiple-containment,leaf classifier,multiple-containment
psm,awspsm-api.emf,ApiGatewayStage,True,ApiGatewayApi.stages,ApiGatewayApi.stages,accessLogSetting,val,ApiGatewayAccessLogSetting,,val,containment owner,
psm,awspsm-api.emf,ApiGatewayStage,True,ApiGatewayApi.stages,ApiGatewayApi.stages,defaultRouteSettings,val,ApiGatewayRouteSetting,,val,containment owner,
psm,awspsm-api.emf,ApiGatewayStage,True,ApiGatewayApi.stages,ApiGatewayApi.stages,accessLogGroup,ref,CloudWatchLogGroup,,ref,cross-link,
psm,awspsm-api.emf,ApiGatewayTracingConfig,False,ApiGatewayApi.tracingConfig,ApiGatewayApi.tracingConfig,,,,,ok,leaf classifier,
psm,awspsm-api.emf,ApiGatewayUsagePlan,False,(none),(none),apiStages,ref,RestApiStage,,flag: unreachable,cross-link,unreachable
psm,awspsm-api.emf,ApiGatewayUsagePlanKey,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-workflow.emf,AslBranch,False,AslState.branches; AslMapConfig.itemProcessor,AslState.branches; AslMapConfig.itemProcessor,states,val,AslState,,flag: multiple-containment,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslCatchRule,False,AslState.catch,AslState.catch,,,,,ok,leaf classifier,
psm,awspsm-workflow.emf,AslChoiceRule,False,AslState.choices,AslState.choices,,,,,ok,leaf classifier,
psm,awspsm-workflow.emf,AslDocument,False,StepFunctionStateMachine.aslDocument,StepFunctionStateMachine.aslDocument,states,val,AslState,,val,containment owner,
psm,awspsm-workflow.emf,AslMapConfig,False,AslState.mapConfig,AslState.mapConfig,itemProcessor,val,AslBranch,,val,containment owner,
psm,awspsm-workflow.emf,AslRetryRule,False,AslState.retry,AslState.retry,,,,,ok,leaf classifier,
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,retry,val,AslRetryRule,,flag: multiple-containment,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,catch,val,AslCatchRule,,val,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,choices,val,AslChoiceRule,,val,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,branches,val,AslBranch,,val,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,mapConfig,val,AslMapConfig,,val,containment owner,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,nextState,ref,AslState,,ref,cross-link,multiple-containment
psm,awspsm-workflow.emf,AslState,False,AslDocument.states; AslBranch.states,AslDocument.states; AslBranch.states,invokedResource,ref,AwsResource,,ref,cross-link,multiple-containment
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),environment,val,LambdaEnvironmentVariable,,flag: unreachable,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),deadLetterConfig,val,LambdaDeadLetterConfig,,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),tracing,val,LambdaTracingConfig,,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),logging,val,LambdaLoggingConfig,,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),fileSystemConfigs,val,LambdaFileSystemConfig,,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),samEvents,val,SamFunctionEvent,targetFunction,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),vpcConfig,val,VpcAttachmentConfig,,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),layers,ref,LambdaLayerVersion,,ref,cross-link,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),permissions,val,LambdaPermission,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),versions,val,LambdaVersion,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),aliases,val,LambdaAlias,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),eventInvokeConfigs,val,LambdaEventInvokeConfig,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),eventSourceMappings,val,LambdaEventSourceMapping,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),kmsKey,ref,KmsKey,,ref,cross-link,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),functionUrl,val,LambdaFunctionUrl,function,val,containment owner,unreachable
psm,awspsm-compute.emf,AwsLambdaFunction,False,(none),(none),codeSigningConfig,ref,CodeSigningConfig,,ref,cross-link,unreachable
psm,awspsm-core.emf,AwsNamingPolicy,False,AwsPsmModel.namingPolicy,AwsPsmModel.namingPolicy,,,,,ok,leaf classifier,
psm,awspsm-core.emf,AwsNativeResource,False,(none),(none),properties,val,NativeProperty,,flag: unreachable,containment owner,unreachable
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),stages,val,AwsStage,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),stacks,val,SamStack,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),samGlobals,val,SamGlobals,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),namingPolicy,val,AwsNamingPolicy,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),taggingPolicy,val,AwsTaggingPolicy,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),securityBaseline,val,AwsSecurityBaseline,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),traceModel,val,TraceModel,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),readiness,val,ProductionReadinessAssessment,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),documents,val,StructuredDocument,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),relationshipViews,val,AwsRelationshipView,,val,containment owner,
psm,awspsm-root.emf,AwsPsmModel,False,(none),(none),allResources,ref,AwsResource,,ref,cross-link,
psm,awspsm-integrations.emf,AwsRelationshipView,True,AwsPsmModel.relationshipViews,AwsPsmModel.relationshipViews,,,,,ok,leaf classifier,
psm,awspsm-core.emf,AwsResource,True,SamStack.resources,SamStack.resources,tags,val,AwsTag,,val,containment owner,
psm,awspsm-core.emf,AwsResource,True,SamStack.resources,SamStack.resources,metadata,val,NativeProperty,,val,containment owner,
psm,awspsm-core.emf,AwsResource,True,SamStack.resources,SamStack.resources,overrides,val,NativeProperty,,val,containment owner,
psm,awspsm-core.emf,AwsResource,True,SamStack.resources,SamStack.resources,importDetails,val,ResourceImport,,val,containment owner,
psm,awspsm-core.emf,AwsResource,True,SamStack.resources,SamStack.resources,dependsOn,ref,AwsResource,,ref,cross-link,
psm,awspsm-events.emf,AwsRetryPolicy,False,EventBridgeTarget.retryPolicy,EventBridgeTarget.retryPolicy,,,,,ok,leaf classifier,
psm,awspsm-core.emf,AwsSecurityBaseline,False,AwsPsmModel.securityBaseline,AwsPsmModel.securityBaseline,,,,,ok,leaf classifier,
psm,awspsm-core.emf,AwsStage,False,AwsPsmModel.stages,AwsPsmModel.stages,parameterOverrides,val,KeyValue,,val,containment owner,
psm,awspsm-core.emf,AwsStage,False,AwsPsmModel.stages,AwsPsmModel.stages,stageTags,val,AwsTag,,val,containment owner,
psm,awspsm-core.emf,AwsStage,False,AwsPsmModel.stages,AwsPsmModel.stages,deploysStacks,ref,SamStack,,ref,cross-link,
psm,awspsm-core.emf,AwsTag,False,AwsResource.tags; AwsStage.stageTags; AwsTaggingPolicy.requiredTags,AwsResource.tags; AwsStage.stageTags; AwsTaggingPolicy.requiredTags,,,,,flag: multiple-containment,leaf classifier,multiple-containment
psm,awspsm-core.emf,AwsTaggingPolicy,False,AwsPsmModel.taggingPolicy,AwsPsmModel.taggingPolicy,requiredTags,val,AwsTag,,val,containment owner,
psm,awspsm-core.emf,CfnCondition,False,SamStack.conditions,SamStack.conditions,expressionValue,val,ValueExpression,,val,containment owner,
psm,awspsm-core.emf,CfnMapping,False,SamStack.mappings,SamStack.mappings,,,,,ok,leaf classifier,
psm,awspsm-core.emf,CfnOutput,False,SamStack.outputs,SamStack.outputs,resource,ref,AwsResource,,ref,cross-link,
psm,awspsm-core.emf,CfnParameter,False,SamStack.parameters,SamStack.parameters,defaultValue,val,ValueExpression,,val,containment owner,
psm,awspsm-observability.emf,CloudWatchAlarm,False,(none),(none),dimensions,val,MetricDimension,,flag: unreachable,containment owner,unreachable
psm,awspsm-observability.emf,CloudWatchAlarm,False,(none),(none),alarmActionResources,ref,AwsResource,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchAlarm,False,(none),(none),okActionResources,ref,AwsResource,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchAlarm,False,(none),(none),insufficientDataActionResources,ref,AwsResource,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchAlarm,False,(none),(none),monitoredResource,ref,AwsResource,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchCompositeAlarm,False,(none),(none),alarmActionResources,ref,AwsResource,,flag: unreachable,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchCompositeAlarm,False,(none),(none),okActionResources,ref,AwsResource,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchDashboard,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-observability.emf,CloudWatchLogGroup,False,(none),(none),kmsKey,ref,KmsKey,,flag: unreachable,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchLogGroup,False,(none),(none),metricFilters,ref,CloudWatchMetricFilter,logGroup,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchLogGroup,False,(none),(none),subscriptionFilters,ref,CloudWatchLogSubscriptionFilter,logGroup,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchLogSubscriptionFilter,False,(none),(none),destinationResource,ref,AwsResource,,flag: unreachable,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchLogSubscriptionFilter,False,(none),(none),role,ref,IamRole,,ref,cross-link,unreachable
psm,awspsm-observability.emf,CloudWatchMetricFilter,False,(none),(none),metricTransformations,val,CloudWatchMetricTransformation,,flag: unreachable,containment owner,unreachable
psm,awspsm-observability.emf,CloudWatchMetricTransformation,False,CloudWatchMetricFilter.metricTransformations,CloudWatchMetricFilter.metricTransformations,dimensions,val,MetricDimension,,val,containment owner,
psm,awspsm-compute.emf,CodeSigningConfig,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-identity.emf,CognitoAccountRecoverySetting,False,CognitoUserPool.accountRecoverySetting,CognitoUserPool.accountRecoverySetting,recoveryMechanisms,val,CognitoRecoveryMechanism,,val,containment owner,
psm,awspsm-api.emf,CognitoAuthorizer,False,(none),(none),clients,ref,CognitoUserPoolClient,,flag: unreachable,cross-link,unreachable
psm,awspsm-identity.emf,CognitoEmailConfiguration,False,CognitoUserPool.emailConfiguration,CognitoUserPool.emailConfiguration,,,,,ok,leaf classifier,
psm,awspsm-identity.emf,CognitoIdentityPool,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,preSignUp,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,postConfirmation,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,preAuthentication,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,postAuthentication,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,customMessage,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,defineAuthChallenge,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,createAuthChallenge,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,verifyAuthChallengeResponse,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,preTokenGeneration,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoLambdaConfig,False,CognitoUserPool.lambdaConfig,CognitoUserPool.lambdaConfig,userMigration,ref,AwsResource,,ref,cross-link,
psm,awspsm-identity.emf,CognitoOAuthConfiguration,False,CognitoUserPoolClient.oauthConfiguration,CognitoUserPoolClient.oauthConfiguration,,,,,ok,leaf classifier,
psm,awspsm-identity.emf,CognitoPasswordPolicy,False,CognitoUserPool.passwordPolicy,CognitoUserPool.passwordPolicy,,,,,ok,leaf classifier,
psm,awspsm-identity.emf,CognitoRecoveryMechanism,False,CognitoAccountRecoverySetting.recoveryMechanisms,CognitoAccountRecoverySetting.recoveryMechanisms,,,,,ok,leaf classifier,
psm,awspsm-identity.emf,CognitoSchemaAttribute,False,CognitoUserPool.schemaAttributes,CognitoUserPool.schemaAttributes,,,,,ok,leaf classifier,
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),accountRecoverySetting,val,CognitoAccountRecoverySetting,,flag: unreachable,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),emailConfiguration,val,CognitoEmailConfiguration,,val,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),lambdaConfig,val,CognitoLambdaConfig,,val,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),passwordPolicy,val,CognitoPasswordPolicy,,val,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),schemaAttributes,val,CognitoSchemaAttribute,,val,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),clients,ref,CognitoUserPoolClient,userPool,ref,cross-link,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),groups,ref,CognitoUserPoolGroup,userPool,ref,cross-link,unreachable
psm,awspsm-identity.emf,CognitoUserPool,False,(none),(none),domain,ref,CognitoUserPoolDomain,userPool,ref,cross-link,unreachable
psm,awspsm-identity.emf,CognitoUserPoolClient,False,(none),(none),oauthConfiguration,val,CognitoOAuthConfiguration,,flag: unreachable,containment owner,unreachable
psm,awspsm-identity.emf,CognitoUserPoolDomain,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-identity.emf,CognitoUserPoolGroup,False,(none),(none),role,ref,IamRole,,flag: unreachable,cross-link,unreachable
psm,awspsm-core.emf,CorsConfiguration,False,ApiGatewayApi.cors; S3Bucket.cors,ApiGatewayApi.cors; S3Bucket.cors,,,,,flag: multiple-containment,leaf classifier,multiple-containment
psm,awspsm-storage.emf,DynamoDbAttributeDefinition,False,DynamoDbTable.attributeDefinitions,DynamoDbTable.attributeDefinitions,,,,,ok,leaf classifier,
psm,awspsm-storage.emf,DynamoDbBackupPolicy,False,DynamoDbTable.backupPolicy,DynamoDbTable.backupPolicy,,,,,ok,leaf classifier,
psm,awspsm-storage.emf,DynamoDbGlobalSecondaryIndex,False,DynamoDbTable.globalSecondaryIndexes,DynamoDbTable.globalSecondaryIndexes,keySchema,val,DynamoDbKeySchemaElement,,val,containment owner,
psm,awspsm-storage.emf,DynamoDbGlobalSecondaryIndex,False,DynamoDbTable.globalSecondaryIndexes,DynamoDbTable.globalSecondaryIndexes,provisionedThroughput,val,DynamoDbProvisionedThroughput,,val,containment owner,
psm,awspsm-storage.emf,DynamoDbGlobalSecondaryIndex,False,DynamoDbTable.globalSecondaryIndexes,DynamoDbTable.globalSecondaryIndexes,onDemandThroughput,val,DynamoDbOnDemandThroughput,,val,containment owner,
psm,awspsm-storage.emf,DynamoDbKeySchemaElement,False,DynamoDbTable.keySchema; DynamoDbLocalSecondaryIndex.keySchema; DynamoDbGlobalSecondaryIndex.keySchema,DynamoDbTable.keySchema; DynamoDbLocalSecondaryIndex.keySchema; DynamoDbGlobalSecondaryIndex.keySchema,,,,,flag: multiple-containment,leaf classifier,multiple-containment
